UserID,NavigationalStatus,RateOfTurn,Sog,PositionAccuracy,Longitude,Latitude,Cog,TrueHeading,SpecialManoeuvreIndicator,Timestamp,UTCTime
244333000,0,4,7.3,False,-5.976344999999999,53.19251333333333,342.8,346,0,46,2023-10-02 01:00:48.615034+00:00
250004253,1,-10,0,False,-8.256801666666666,51.83992,310.8,358,3,49,2023-10-02 01:00:49.016821+00:00
250000054,7,-128,11.9,False,-5.95671,53.037124999999996,174.7,511,0,48,2023-10-02 01:00:49.110935+00:00
232020455,0,0,9.9,True,-5.11156,51.66543,104.1,98,0,49,2023-10-02 01:00:50.174212+00:00
250004424,5,0,0,True,-2.9772499999999997,53.356883333333336,121.7,327,0,49,2023-10-02 01:00:50.202011+00:00
311082000,0,5,16.3,True,-5.878635,51.92414333333333,188.1,188,0,50,2023-10-02 01:00:50.593391+00:00
212109000,5,0,0,False,-2.7527033333333337,53.33770333333334,225.4,222,0,50,2023-10-02 01:00:52.225947+00:00
250006644,0,127,9.6,True,-6.880593333333334,51.587235,353.5,356,0,51,2023-10-02 01:00:52.949696+00:00
235091876,0,0,0,False,-2.9840166666666668,53.390865,360,169,0,53,2023-10-02 01:00:53.235739+00:00
248189000,0,-5,22.2,True,-5.898933333333333,52.90051166666667,174.6,175,0,42,2023-10-02 01:00:53.360930+00:00
235036365,0,-128,0,True,-3.2625249999999997,53.323094999999995,117.5,511,0,54,2023-10-02 01:00:54.352961+00:00
247319800,5,0,0,False,-2.704805,51.50719333333333,289.7,27,0,55,2023-10-02 01:00:54.551996+00:00
232034880,0,127,12.2,False,-5.686428333333334,52.883338333333334,190.2,190,0,52,2023-10-02 01:00:54.804671+00:00
205133000,7,0,4.4,True,-7.986625,51.42486666666667,160.6,153,0,57,2023-10-02 01:00:54.804671+00:00
235113112,5,0,0,False,-2.9890600000000003,51.55338,213,264,0,60,2023-10-02 01:00:56.152092+00:00
219274000,0,9,1.3,False,-5.1449316666666665,51.365195,176.4,155,0,53,2023-10-02 01:00:56.669157+00:00
235019133,0,0,0,True,-4.625525,53.312443333333334,206.4,218,0,56,2023-10-02 01:00:56.938848+00:00
371172000,0,0,0.9,True,-4.208433333333334,51.3683,280,164,0,56,2023-10-02 01:00:58.278429+00:00
235068455,0,0,0,True,-5.051213333333333,51.70641333333333,172,260,0,56,2023-10-02 01:00:59.745510+00:00
235053142,0,0,0,False,-4.626986666666666,53.31144,271.7,214,0,0,2023-10-02 01:00:59.944774+00:00
253751000,3,0,0.1,False,-6.785211666666667,52.08192833333333,262.9,224,0,1,2023-10-02 01:01:00.452932+00:00
245934000,0,0,11,True,-5.814198333333334,52.76098,167.4,164,0,0,2023-10-02 01:01:02.128188+00:00
235087487,5,0,0,False,-3.2600633333333335,53.31968333333334,322.6,152,0,4,2023-10-02 01:01:03.811548+00:00
259038000,0,26,8.5,False,-5.807,51.73316666666666,14,16,0,4,2023-10-02 01:01:06.056827+00:00
265000000,15,-128,0.7,False,-8.288141666666666,51.852936666666665,279.1,511,0,32,2023-10-02 01:01:06.536302+00:00
235109338,5,0,0,True,-3.01,53.389,307,279,0,8,2023-10-02 01:01:09.070553+00:00
249981000,0,-4,10.4,False,-5.238488333333334,52.898023333333335,201.2,204,0,9,2023-10-02 01:01:11.095860+00:00
235097047,0,0,0,False,-2.478616666666667,51.7188,249,333,0,11,2023-10-02 01:01:11.727326+00:00
245889000,0,0,3.8,True,-3.0063016666666664,53.400615,161.5,160,0,10,2023-10-02 01:01:12.077528+00:00
235053752,0,0,0,False,-2.7196466666666668,51.498493333333336,3,315,0,13,2023-10-02 01:01:14.846392+00:00
212637000,0,0,11.5,False,-6.00925,53.28021666666667,334.6,335,0,13,2023-10-02 01:01:15.424246+00:00
248743000,0,5,16.1,True,-5.845834999999999,51.213475,2.5,4,0,11,2023-10-02 01:01:15.939496+00:00
235057366,5,0,0,True,-2.4795666666666665,51.71900166666667,0,263,0,16,2023-10-02 01:01:16.300006+00:00
235104618,0,0,0,False,-4.9512833333333335,51.69629,229.7,193,0,17,2023-10-02 01:01:16.515252+00:00
235012605,0,-128,0,True,-2.7056683333333336,51.50145,0,511,0,16,2023-10-02 01:01:17.099423+00:00
209211000,0,0,9.9,True,-5.595293333333333,52.857438333333334,5.5,6,0,14,2023-10-02 01:01:17.144335+00:00
253612000,0,0,1,True,-2.97627,53.365991666666666,130.9,146,0,19,2023-10-02 01:01:19.774302+00:00
258809000,0,-6,10.9,True,-5.029343333333333,51.572646666666664,294.5,294,0,18,2023-10-02 01:01:19.810378+00:00
209170000,5,0,0.1,False,-4.951,51.69833333333334,153,87,0,20,2023-10-02 01:01:22.244461+00:00
232004516,0,-128,0,True,-2.760945,53.33007,360,511,0,22,2023-10-02 01:01:23.033209+00:00
247376300,0,-11,0.7,True,-4.233168333333333,51.31844,32,64,0,0,2023-10-02 01:01:23.634710+00:00
250098000,5,0,0,False,-8.327141666666666,51.850593333333336,356.5,187,0,23,2023-10-02 01:01:24.001057+00:00
235116077,0,0,0,True,-5.051193333333333,51.70646166666667,44.9,271,0,25,2023-10-02 01:01:24.752980+00:00
235100734,0,127,0.1,True,-3.259853333333333,53.31963666666666,40.2,511,0,25,2023-10-02 01:01:25.470859+00:00
636020439,5,0,0,False,-2.9780816666666667,51.558211666666665,54,54,0,60,2023-10-02 01:01:26.453508+00:00
235667000,0,0,0,False,-6.198931666666667,53.347435000000004,260.7,2,0,28,2023-10-02 01:01:29.009759+00:00
245610000,0,0,10,False,-7.4365266666666665,51.24129333333334,136.6,133,0,28,2023-10-02 01:01:29.679523+00:00
235078115,5,0,0,False,-4.957346666666667,51.69887000000001,312.9,142,0,31,2023-10-02 01:01:30.512892+00:00
210101000,0,0,15.4,False,-7.6601550000000005,51.36318666666667,135,134,0,29,2023-10-02 01:01:30.586253+00:00
250005367,15,0,11.7,False,-5.968628333333333,53.010353333333335,176.4,179,0,47,2023-10-02 01:01:31.542330+00:00
538010670,5,0,0,False,-2.722906666666667,51.49539166666667,234.4,157,0,24,2023-10-02 01:01:33.278874+00:00
235105693,9,0,0,True,-3.2621666666666664,53.323,321.4,292,0,34,2023-10-02 01:01:33.740812+00:00
250487000,0,127,0.3,False,-5.839045,53.326681666666666,41.5,322,0,34,2023-10-02 01:01:34.016488+00:00
235114458,9,0,0.1,True,-2.9851650000000003,51.56299666666666,40,232,0,27,2023-10-02 01:01:34.450432+00:00
235053752,0,0,0,False,-2.7196966666666667,51.4985,3,316,0,60,2023-10-02 01:01:34.574344+00:00
224655000,5,0,0,False,-8.3287,51.83426,229,322,0,34,2023-10-02 01:01:35.164611+00:00
