UserID,ImoNumber,Dimension,Eta,Destination,UTCTime
,,,,,
232003889,9001693,"{'A': 12, 'B': 18, 'C': 4, 'D': 6}","{'Day': 4, 'Hour': 16, 'Minute': 0, 'Month': 6}",PENZANCE,2023-10-02 01:32:08.116169+00:00
,,,,,
235093244,0,"{'A': 22, 'B': 10, 'C': 3, 'D': 3}","{'Day': 19, 'Hour': 16, 'Minute': 0, 'Month': 6}",SCAVAIG,2023-10-02 01:32:33.853658+00:00
,,,,,
259228000,9221308,"{'A': 7, 'B': 60, 'C': 8, 'D': 5}","{'Day': 27, 'Hour': 7, 'Minute': 0, 'Month': 9}",FISHFARMS / GBKYL   ,2023-10-02 01:32:39.654760+00:00
,,,,,
235063728,9440746,"{'A': 16, 'B': 18, 'C': 8, 'D': 6}","{'Day': 21, 'Hour': 12, 'Minute': 0, 'Month': 2}",MILFORD HAVEN       ,2023-10-02 01:32:43.787967+00:00
,,,,,
232005533,9404235,"{'A': 76, 'B': 14, 'C': 10, 'D': 5}","{'Day': 27, 'Hour': 12, 'Minute': 0, 'Month': 9}",IEPAW,2023-10-02 01:32:49.418868+00:00
,,,,,
232005890,0,"{'A': 11, 'B': 12, 'C': 3, 'D': 3}","{'Day': 0, 'Hour': 24, 'Minute': 60, 'Month': 0}",FISHING             ,2023-10-02 01:32:55.177255+00:00
,,,,,
319037000,8955536,"{'A': 30, 'B': 8, 'C': 4, 'D': 4}","{'Day': 23, 'Hour': 11, 'Minute': 0, 'Month': 9}",FALMOUTH            ,2023-10-02 01:32:58.628112+00:00
,,,,,
232025613,9803974,"{'A': 11, 'B': 13, 'C': 5, 'D': 7}","{'Day': 1, 'Hour': 18, 'Minute': 30, 'Month': 10}",GBKIS               ,2023-10-02 01:33:00.243318+00:00
,,,,,
538090308,9259317,"{'A': 100, 'B': 0, 'C': 15, 'D': 15}","{'Day': 27, 'Hour': 7, 'Minute': 0, 'Month': 9}",GBPEM               ,2023-10-02 01:33:04.967677+00:00
,,,,,
235084022,9334222,"{'A': 68, 'B': 15, 'C': 7, 'D': 6}","{'Day': 25, 'Hour': 8, 'Minute': 0, 'Month': 9}",MILFORD BUNKERS,2023-10-02 01:33:16.681091+00:00
,,,,,
250006644,9757151,"{'A': 76, 'B': 11, 'C': 8, 'D': 7}","{'Day': 2, 'Hour': 5, 'Minute': 30, 'Month': 10}",IEWAT               ,2023-10-02 01:33:25.961443+00:00
,,,,,
244750645,9772527,"{'A': 75, 'B': 12, 'C': 8, 'D': 7}","{'Day': 30, 'Hour': 18, 'Minute': 30, 'Month': 9}",RINGASKIDDY,2023-10-02 01:33:34.109990+00:00
,,,,,
235067374,9476329,"{'A': 10, 'B': 16, 'C': 2, 'D': 2}","{'Day': 19, 'Hour': 7, 'Minute': 30, 'Month': 4}",RONA                ,2023-10-02 01:33:35.393694+00:00
,,,,,
232002842,0,"{'A': 25, 'B': 8, 'C': 4, 'D': 4}","{'Day': 4, 'Hour': 12, 'Minute': 30, 'Month': 8}",CH16                ,2023-10-02 01:33:35.394967+00:00
,,,,,
235066588,9476317,"{'A': 10, 'B': 16, 'C': 4, 'D': 3}","{'Day': 2, 'Hour': 4, 'Minute': 0, 'Month': 10}",FALMOUTH            ,2023-10-02 01:33:51.634874+00:00
,,,,,
244333000,9829007,"{'A': 127, 'B': 23, 'C': 5, 'D': 18}","{'Day': 2, 'Hour': 3, 'Minute': 30, 'Month': 10}",IE DUB              ,2023-10-02 01:33:55.374845+00:00
,,,,,
235008930,933113900,"{'A': 12, 'B': 14, 'C': 6, 'D': 5}","{'Day': 18, 'Hour': 8, 'Minute': 0, 'Month': 9}",KISHORN             ,2023-10-02 01:33:58.991497+00:00
,,,,,
219296000,9151577,"{'A': 22, 'B': 63, 'C': 10, 'D': 9}","{'Day': 1, 'Hour': 19, 'Minute': 30, 'Month': 10}",WHITE CROSS         ,2023-10-02 01:33:59.899229+00:00
,,,,,
232003389,8008462,"{'A': 5, 'B': 35, 'C': 3, 'D': 7}","{'Day': 30, 'Hour': 14, 'Minute': 40, 'Month': 9}",IOS/PZ,2023-10-02 01:34:02.012670+00:00
,,,,,
246130000,9283459,"{'A': 101, 'B': 15, 'C': 0, 'D': 15}","{'Day': 25, 'Hour': 18, 'Minute': 0, 'Month': 9}",GBMLF               ,2023-10-02 01:34:12.740754+00:00
,,,,,
235052541,9365178,"{'A': 10, 'B': 60, 'C': 11, 'D': 9}","{'Day': 2, 'Hour': 20, 'Minute': 0, 'Month': 10}",GBRAY GBWMB         ,2023-10-02 01:34:16.481128+00:00
,,,,,
305268000,9404091,"{'A': 134, 'B': 7, 'C': 11, 'D': 11}","{'Day': 1, 'Hour': 18, 'Minute': 30, 'Month': 10}",CORK                ,2023-10-02 01:34:20.084726+00:00
,,,,,
250098000,9112741,"{'A': 11, 'B': 19, 'C': 3, 'D': 9}","{'Day': 31, 'Hour': 23, 'Minute': 59, 'Month': 12}",CORK                ,2023-10-02 01:34:23.642149+00:00
,,,,,
250196000,0,"{'A': 16, 'B': 8, 'C': 3, 'D': 4}","{'Day': 17, 'Hour': 23, 'Minute': 24, 'Month': 7}",SCHULL              ,2023-10-02 01:34:24.542735+00:00
,,,,,
250487000,9244439,"{'A': 30, 'B': 35, 'C': 10, 'D': 5}","{'Day': 8, 'Hour': 9, 'Minute': 0, 'Month': 9}",RESEARCH            ,2023-10-02 01:34:30.129277+00:00
,,,,,
246602000,9385893,"{'A': 115, 'B': 13, 'C': 8, 'D': 7}","{'Day': 2, 'Hour': 9, 'Minute': 0, 'Month': 10}",WARRENPOINT,2023-10-02 01:34:32.723555+00:00
,,,,,
232002653,880760000,"{'A': 24, 'B': 24, 'C': 3, 'D': 8}","{'Day': 29, 'Hour': 13, 'Minute': 0, 'Month': 9}",KYLE OF LOCHALSH    ,2023-10-02 01:34:43.222309+00:00
,,,,,
235066353,9440904,"{'A': 17, 'B': 22, 'C': 8, 'D': 6}","{'Day': 5, 'Hour': 0, 'Minute': 0, 'Month': 8}",MILFORD HAVEN       ,2023-10-02 01:34:44.224272+00:00
,,,,,
219195000,9214666,"{'A': 30, 'B': 165, 'C': 13, 'D': 13}","{'Day': 30, 'Hour': 12, 'Minute': 15, 'Month': 9}",GBBRK-GBBEL,2023-10-02 01:34:58.541888+00:00
,,,,,
259170000,9921726,"{'A': 25, 'B': 62, 'C': 10, 'D': 8}","{'Day': 21, 'Hour': 12, 'Minute': 34, 'Month': 3}",FISHFARMS           ,2023-10-02 01:35:13.166324+00:00
,,,,,
232023027,0,"{'A': 7, 'B': 8, 'C': 3, 'D': 3}","{'Day': 18, 'Hour': 9, 'Minute': 0, 'Month': 9}",NEWLYN ,2023-10-02 01:35:15.540943+00:00
,,,,,
236669000,9020417,"{'A': 77, 'B': 13, 'C': 9, 'D': 6}","{'Day': 1, 'Hour': 22, 'Minute': 30, 'Month': 10}",GB KYL,2023-10-02 01:35:15.797522+00:00
,,,,,
352895000,8516574,"{'A': 22, 'B': 11, 'C': 3, 'D': 5}","{'Day': 12, 'Hour': 11, 'Minute': 30, 'Month': 9}",FISH FARMS CH16     ,2023-10-02 01:35:22.393011+00:00
,,,,,
257715000,9364100,"{'A': 24, 'B': 33, 'C': 5, 'D': 7}","{'Day': 1, 'Hour': 22, 'Minute': 0, 'Month': 10}",MALLAIG             ,2023-10-02 01:35:22.396020+00:00
,,,,,
236522000,9460241,"{'A': 120, 'B': 29, 'C': 14, 'D': 10}","{'Day': 2, 'Hour': 5, 'Minute': 0, 'Month': 10}",FR PJE              ,2023-10-02 01:35:26.336922+00:00
,,,,,
636019586,9389849,"{'A': 190, 'B': 38, 'C': 11, 'D': 21}","{'Day': 28, 'Hour': 8, 'Minute': 0, 'Month': 9}",GBFAL               ,2023-10-02 01:35:28.195535+00:00
,,,,,
209719000,9355446,"{'A': 132, 'B': 8, 'C': 11, 'D': 11}","{'Day': 2, 'Hour': 20, 'Minute': 0, 'Month': 10}",BELFAST,2023-10-02 01:35:28.592163+00:00
,,,,,
314455000,9229130,"{'A': 75, 'B': 14, 'C': 10, 'D': 4}","{'Day': 3, 'Hour': 20, 'Minute': 0, 'Month': 8}",GBBEL               ,2023-10-02 01:35:36.966595+00:00
,,,,,
232018154,9163025,"{'A': 16, 'B': 53, 'C': 10, 'D': 6}","{'Day': 4, 'Hour': 7, 'Minute': 0, 'Month': 10}",ABERDEEN            ,2023-10-02 01:35:38.582167+00:00
,,,,,
232002927,8807947,"{'A': 21, 'B': 10, 'C': 3, 'D': 8}","{'Day': 10, 'Hour': 9, 'Minute': 0, 'Month': 8}",KYLE OF LOCHALSH    ,2023-10-02 01:35:42.568919+00:00
,,,,,
235089447,700203,"{'A': 9, 'B': 6, 'C': 1, 'D': 4}","{'Day': 4, 'Hour': 8, 'Minute': 0, 'Month': 9}",OLD.COURT       ,2023-10-02 01:35:45.296649+00:00
,,,,,
232020455,0,"{'A': 13, 'B': 0, 'C': 0, 'D': 4}","{'Day': 24, 'Hour': 15, 'Minute': 30, 'Month': 6}",FRESHWATER WEST     ,2023-10-02 01:35:45.825750+00:00
,,,,,
356182000,9228150,"{'A': 170, 'B': 19, 'C': 16, 'D': 16}","{'Day': 26, 'Hour': 20, 'Minute': 0, 'Month': 9}",CORK,2023-10-02 01:35:47.479430+00:00
,,,,,
308919000,8912302,"{'A': 206, 'B': 44, 'C': 27, 'D': 11}","{'Day': 30, 'Hour': 23, 'Minute': 0, 'Month': 9}",GBGSA,2023-10-02 01:35:49.627059+00:00
,,,,,
636009548,7422881,"{'A': 166, 'B': 39, 'C': 8, 'D': 19}","{'Day': 3, 'Hour': 9, 'Minute': 30, 'Month': 10}",LIVERPOOL UK        ,2023-10-02 01:35:54.655834+00:00
,,,,,
235108458,9714824,"{'A': 15, 'B': 12, 'C': 5, 'D': 5}","{'Day': 15, 'Hour': 7, 'Minute': 0, 'Month': 9}",CROSSHAVEN          ,2023-10-02 01:36:00.442475+00:00
,,,,,
305055000,9355458,"{'A': 14, 'B': 125, 'C': 18, 'D': 4}","{'Day': 3, 'Hour': 10, 'Minute': 0, 'Month': 10}",FRMTX,2023-10-02 01:36:01.237753+00:00
,,,,,
205133000,9913315,"{'A': 28, 'B': 10, 'C': 6, 'D': 2}","{'Day': 0, 'Hour': 0, 'Minute': 0, 'Month': 0}",FISHINGGROUNDS,2023-10-02 01:36:04.751011+00:00
,,,,,
212637000,9803675,"{'A': 135, 'B': 18, 'C': 12, 'D': 12}","{'Day': 2, 'Hour': 1, 'Minute': 15, 'Month': 10}",IEDUB               ,2023-10-02 01:36:25.595258+00:00
,,,,,
235000032,9206944,"{'A': 13, 'B': 20, 'C': 5, 'D': 6}","{'Day': 21, 'Hour': 9, 'Minute': 30, 'Month': 9}",MILFORD  HAVEN,2023-10-02 01:36:30.471830+00:00
,,,,,
258809000,9238404,"{'A': 75, 'B': 15, 'C': 5, 'D': 9}","{'Day': 2, 'Hour': 22, 'Minute': 0, 'Month': 10}",BELFAST,2023-10-02 01:36:31.326179+00:00
,,,,,
250005367,0,"{'A': 13, 'B': 10, 'C': 4, 'D': 3}","{'Day': 0, 'Hour': 24, 'Minute': 60, 'Month': 0}",,2023-10-02 01:36:32.695838+00:00
,,,,,
235063854,9412397,"{'A': 12, 'B': 22, 'C': 11, 'D': 7}","{'Day': 28, 'Hour': 9, 'Minute': 0, 'Month': 9}",GBMLF               ,2023-10-02 01:36:34.106615+00:00
,,,,,
232033586,0,"{'A': 10, 'B': 9, 'C': 4, 'D': 4}","{'Day': 0, 'Hour': 24, 'Minute': 60, 'Month': 0}",BE IN 4--6 AFTERNOON,2023-10-02 01:36:34.460902+00:00
,,,,,
250004156,0,"{'A': 14, 'B': 9, 'C': 3, 'D': 3}","{'Day': 1, 'Hour': 10, 'Minute': 0, 'Month': 9}",FISHING             ,2023-10-02 01:36:34.959261+00:00
,,,,,
235005270,9251107,"{'A': 30, 'B': 44, 'C': 4, 'D': 4}","{'Day': 11, 'Hour': 10, 'Minute': 0, 'Month': 10}",FALMOUTH            ,2023-10-02 01:36:41.385062+00:00
,,,,,
538006344,9708150,"{'A': 212, 'B': 44, 'C': 16, 'D': 27}","{'Day': 30, 'Hour': 16, 'Minute': 0, 'Month': 9}",CAWHH               ,2023-10-02 01:36:45.643481+00:00
,,,,,
232004057,0,"{'A': 10, 'B': 6, 'C': 3, 'D': 2}","{'Day': 0, 'Hour': 24, 'Minute': 60, 'Month': 0}",NEWLYN,2023-10-02 01:36:47.761869+00:00
,,,,,
248189000,9789245,"{'A': 20, 'B': 214, 'C': 30, 'D': 5}","{'Day': 3, 'Hour': 7, 'Minute': 0, 'Month': 10}",ZEEBRUGGE BERTH#129 ,2023-10-02 01:36:48.017650+00:00
,,,,,
210425000,9539054,"{'A': 20, 'B': 166, 'C': 25, 'D': 4}","{'Day': 11, 'Hour': 11, 'Minute': 45, 'Month': 1}",HOLYHEAD            ,2023-10-02 01:36:49.535464+00:00
,,,,,
250005313,0,"{'A': 5, 'B': 35, 'C': 5, 'D': 5}","{'Day': 23, 'Hour': 18, 'Minute': 0, 'Month': 2}",GALWAY              ,2023-10-02 01:37:00.939869+00:00
,,,,,
232007788,0,"{'A': 9, 'B': 6, 'C': 4, 'D': 3}","{'Day': 30, 'Hour': 3, 'Minute': 0, 'Month': 4}",NEWYN,2023-10-02 01:37:01.541605+00:00
,,,,,
250004253,9547855,"{'A': 15, 'B': 15, 'C': 5, 'D': 5}","{'Day': 13, 'Hour': 10, 'Minute': 30, 'Month': 12}",CORK                ,2023-10-02 01:37:02.557544+00:00
,,,,,
235101749,9494993,"{'A': 12, 'B': 9, 'C': 2, 'D': 7}","{'Day': 7, 'Hour': 2, 'Minute': 0, 'Month': 5}",ULLAPOOL            ,2023-10-02 01:37:09.874927+00:00
,,,,,
250006183,0,"{'A': 10, 'B': 7, 'C': 1, 'D': 5}","{'Day': 21, 'Hour': 8, 'Minute': 30, 'Month': 12}",BALTIMORE           ,2023-10-02 01:37:12.529754+00:00
,,,,,
275528000,9167332,"{'A': 77, 'B': 13, 'C': 8, 'D': 6}","{'Day': 30, 'Hour': 5, 'Minute': 40, 'Month': 9}",IEGWY,2023-10-02 01:37:14.794635+00:00
,,,,,
234417000,0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}","{'Day': 0, 'Hour': 24, 'Minute': 60, 'Month': 0}","GILLNETS VHF8,16",2023-10-02 01:37:17.609785+00:00
,,,,,
372867000,8109266,"{'A': 21, 'B': 35, 'C': 1, 'D': 11}","{'Day': 29, 'Hour': 12, 'Minute': 0, 'Month': 8}",IEGWY               ,2023-10-02 01:37:21.130443+00:00
,,,,,
209211000,9196199,"{'A': 74, 'B': 15, 'C': 6, 'D': 7}","{'Day': 2, 'Hour': 22, 'Minute': 0, 'Month': 10}",GBGLW,2023-10-02 01:37:22.680420+00:00
,,,,,
232005630,0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}","{'Day': 0, 'Hour': 24, 'Minute': 60, 'Month': 0}",NEWLYN/CWLL/UK      ,2023-10-02 01:37:25.349877+00:00
,,,,,
538009233,9732931,"{'A': 152, 'B': 31, 'C': 8, 'D': 24}","{'Day': 27, 'Hour': 4, 'Minute': 0, 'Month': 9}",GBMLF               ,2023-10-02 01:37:26.123227+00:00
,,,,,
232042090,0,"{'A': 13, 'B': 8, 'C': 2, 'D': 6}","{'Day': 0, 'Hour': 0, 'Minute': 0, 'Month': 0}",CH16 FOR INFO,2023-10-02 01:37:29.227125+00:00
,,,,,
250104640,0,"{'A': 13, 'B': 11, 'C': 2, 'D': 4}","{'Day': 0, 'Hour': 24, 'Minute': 60, 'Month': 0}",,2023-10-02 01:37:37.884681+00:00
,,,,,
235025112,9319741,"{'A': 11, 'B': 61, 'C': 7, 'D': 8}","{'Day': 2, 'Hour': 21, 'Minute': 0, 'Month': 10}",GBRAY GBWMB,2023-10-02 01:37:40.828028+00:00
,,,,,
235070957,956456600,"{'A': 12, 'B': 7, 'C': 4, 'D': 3}","{'Day': 0, 'Hour': 24, 'Minute': 60, 'Month': 0}",FISHING 8/16 VHF,2023-10-02 01:37:47.101735+00:00
,,,,,
235097013,0,"{'A': 8, 'B': 10, 'C': 3, 'D': 3}","{'Day': 25, 'Hour': 21, 'Minute': 0, 'Month': 9}",NEWLYN              ,2023-10-02 01:37:52.713964+00:00
,,,,,
224655000,8012267,"{'A': 82, 'B': 25, 'C': 9, 'D': 8}","{'Day': 30, 'Hour': 22, 'Minute': 59, 'Month': 9}",IEORK   ,2023-10-02 01:37:56.541890+00:00
,,,,,
232003889,9001693,"{'A': 12, 'B': 18, 'C': 4, 'D': 6}","{'Day': 4, 'Hour': 16, 'Minute': 0, 'Month': 6}",PENZANCE,2023-10-02 01:38:07.743746+00:00
,,,,,
250005849,9851945,"{'A': 100, 'B': 20, 'C': 7, 'D': 8}","{'Day': 1, 'Hour': 22, 'Minute': 0, 'Month': 10}",GBLDY               ,2023-10-02 01:38:34.646955+00:00
,,,,,
50000954,0,"{'A': 12, 'B': 7, 'C': 2, 'D': 2}","{'Day': 31, 'Hour': 5, 'Minute': 0, 'Month': 5}",FISHING GROUNDS  ,2023-10-02 01:38:36.880756+00:00
,,,,,
235007880,9287833,"{'A': 60, 'B': 15, 'C': 8, 'D': 6}","{'Day': 30, 'Hour': 16, 'Minute': 0, 'Month': 8}",FALMOUTH,2023-10-02 01:38:37.912496+00:00
,,,,,
636018343,9137193,"{'A': 71, 'B': 11, 'C': 7, 'D': 5}","{'Day': 3, 'Hour': 7, 'Minute': 0, 'Month': 10}",IE RUS              ,2023-10-02 01:38:44.325483+00:00
,,,,,
235093244,0,"{'A': 22, 'B': 10, 'C': 3, 'D': 3}","{'Day': 19, 'Hour': 16, 'Minute': 0, 'Month': 6}",SCAVAIG,2023-10-02 01:38:45.077844+00:00
,,,,,
232005533,9404235,"{'A': 76, 'B': 14, 'C': 10, 'D': 5}","{'Day': 27, 'Hour': 12, 'Minute': 0, 'Month': 9}",IEPAW,2023-10-02 01:38:49.852894+00:00
,,,,,
259228000,9221308,"{'A': 7, 'B': 60, 'C': 8, 'D': 5}","{'Day': 27, 'Hour': 7, 'Minute': 0, 'Month': 9}",FISHFARMS / GBKYL   ,2023-10-02 01:38:52.855796+00:00
,,,,,
232005890,0,"{'A': 11, 'B': 12, 'C': 3, 'D': 3}","{'Day': 0, 'Hour': 24, 'Minute': 60, 'Month': 0}",FISHING             ,2023-10-02 01:38:56.705188+00:00
,,,,,
305069000,9472036,"{'A': 78, 'B': 12, 'C': 8, 'D': 7}","{'Day': 2, 'Hour': 18, 'Minute': 40, 'Month': 10}",GB SSS              ,2023-10-02 01:39:04.338459+00:00
,,,,,
538090308,9259317,"{'A': 100, 'B': 0, 'C': 15, 'D': 15}","{'Day': 27, 'Hour': 7, 'Minute': 0, 'Month': 9}",GBPEM               ,2023-10-02 01:39:04.967462+00:00
,,,,,
235084022,9334222,"{'A': 68, 'B': 15, 'C': 7, 'D': 6}","{'Day': 25, 'Hour': 8, 'Minute': 0, 'Month': 9}",MILFORD BUNKERS,2023-10-02 01:39:16.937834+00:00
,,,,,
244750645,9772527,"{'A': 75, 'B': 12, 'C': 8, 'D': 7}","{'Day': 30, 'Hour': 18, 'Minute': 30, 'Month': 9}",RINGASKIDDY,2023-10-02 01:39:33.747605+00:00
,,,,,
235234000,922961100,"{'A': 14, 'B': 18, 'C': 2, 'D': 6}","{'Day': 3, 'Hour': 15, 'Minute': 0, 'Month': 10}",MENAI BRIDGE        ,2023-10-02 01:39:45.024528+00:00
,,,,,
244333000,9829007,"{'A': 127, 'B': 23, 'C': 5, 'D': 18}","{'Day': 2, 'Hour': 3, 'Minute': 30, 'Month': 10}",IE DUB              ,2023-10-02 01:39:55.361470+00:00
,,,,,
219296000,9151577,"{'A': 22, 'B': 63, 'C': 10, 'D': 9}","{'Day': 1, 'Hour': 19, 'Minute': 30, 'Month': 10}",WHITE CROSS         ,2023-10-02 01:39:58.041295+00:00
,,,,,
232004729,0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}","{'Day': 0, 'Hour': 24, 'Minute': 60, 'Month': 0}",    ,2023-10-02 01:40:08.822189+00:00
,,,,,
232003389,8008462,"{'A': 5, 'B': 35, 'C': 3, 'D': 7}","{'Day': 30, 'Hour': 14, 'Minute': 40, 'Month': 9}",IOS/PZ,2023-10-02 01:40:12.725895+00:00
,,,,,
235052541,9365178,"{'A': 10, 'B': 60, 'C': 11, 'D': 9}","{'Day': 2, 'Hour': 20, 'Minute': 0, 'Month': 10}",GBRAY GBWMB         ,2023-10-02 01:40:16.424433+00:00
,,,,,
250098000,9112741,"{'A': 11, 'B': 19, 'C': 3, 'D': 9}","{'Day': 31, 'Hour': 23, 'Minute': 59, 'Month': 12}",CORK                ,2023-10-02 01:40:22.418069+00:00
,,,,,
250196000,0,"{'A': 16, 'B': 8, 'C': 3, 'D': 4}","{'Day': 17, 'Hour': 23, 'Minute': 24, 'Month': 7}",SCHULL              ,2023-10-02 01:40:24.442639+00:00
,,,,,
250487000,9244439,"{'A': 30, 'B': 35, 'C': 10, 'D': 5}","{'Day': 8, 'Hour': 9, 'Minute': 0, 'Month': 9}",RESEARCH            ,2023-10-02 01:40:29.570301+00:00
,,,,,
245689000,9266413,"{'A': 100, 'B': 15, 'C': 1, 'D': 14}","{'Day': 2, 'Hour': 0, 'Minute': 5, 'Month': 10}",GB MLF,2023-10-02 01:40:31.518916+00:00
,,,,,
235066353,9440904,"{'A': 17, 'B': 22, 'C': 8, 'D': 6}","{'Day': 5, 'Hour': 0, 'Minute': 0, 'Month': 8}",MILFORD HAVEN       ,2023-10-02 01:40:43.759520+00:00
,,,,,
219195000,9214666,"{'A': 30, 'B': 165, 'C': 13, 'D': 13}","{'Day': 30, 'Hour': 12, 'Minute': 15, 'Month': 9}",GBBRK-GBBEL,2023-10-02 01:40:57.014476+00:00
,,,,,
232023027,0,"{'A': 7, 'B': 8, 'C': 3, 'D': 3}","{'Day': 18, 'Hour': 9, 'Minute': 0, 'Month': 9}",NEWLYN ,2023-10-02 01:41:15.465425+00:00
,,,,,
236669000,9020417,"{'A': 77, 'B': 13, 'C': 9, 'D': 6}","{'Day': 1, 'Hour': 22, 'Minute': 30, 'Month': 10}",GB KYL,2023-10-02 01:41:15.621983+00:00
,,,,,
259170000,9921726,"{'A': 25, 'B': 62, 'C': 10, 'D': 8}","{'Day': 21, 'Hour': 12, 'Minute': 34, 'Month': 3}",FISHFARMS           ,2023-10-02 01:41:17.341386+00:00
,,,,,
236522000,9460241,"{'A': 120, 'B': 29, 'C': 14, 'D': 10}","{'Day': 2, 'Hour': 5, 'Minute': 0, 'Month': 10}",FR PJE              ,2023-10-02 01:41:26.846824+00:00
,,,,,
636019586,9389849,"{'A': 190, 'B': 38, 'C': 11, 'D': 21}","{'Day': 28, 'Hour': 8, 'Minute': 0, 'Month': 9}",GBFAL               ,2023-10-02 01:41:28.002545+00:00
,,,,,
314455000,9229130,"{'A': 75, 'B': 14, 'C': 10, 'D': 4}","{'Day': 3, 'Hour': 20, 'Minute': 0, 'Month': 8}",GBBEL               ,2023-10-02 01:41:36.021913+00:00
,,,,,
232018154,9163025,"{'A': 16, 'B': 53, 'C': 10, 'D': 6}","{'Day': 4, 'Hour': 7, 'Minute': 0, 'Month': 10}",ABERDEEN            ,2023-10-02 01:41:38.231047+00:00
,,,,,
235089447,700203,"{'A': 9, 'B': 6, 'C': 1, 'D': 4}","{'Day': 4, 'Hour': 8, 'Minute': 0, 'Month': 9}",OLD.COURT       ,2023-10-02 01:41:44.498348+00:00
,,,,,
356182000,9228150,"{'A': 170, 'B': 19, 'C': 16, 'D': 16}","{'Day': 26, 'Hour': 20, 'Minute': 0, 'Month': 9}",CORK,2023-10-02 01:41:47.486867+00:00
,,,,,
308919000,8912302,"{'A': 206, 'B': 44, 'C': 27, 'D': 11}","{'Day': 30, 'Hour': 23, 'Minute': 0, 'Month': 9}",GBGSA,2023-10-02 01:41:49.654059+00:00
,,,,,
235068455,0,"{'A': 10, 'B': 9, 'C': 3, 'D': 3}","{'Day': 1, 'Hour': 1, 'Minute': 1, 'Month': 1}",                   ,2023-10-02 01:41:50.049879+00:00
,,,,,
636009548,7422881,"{'A': 166, 'B': 39, 'C': 8, 'D': 19}","{'Day': 3, 'Hour': 9, 'Minute': 30, 'Month': 10}",LIVERPOOL UK        ,2023-10-02 01:41:55.565552+00:00
,,,,,
235108458,9714824,"{'A': 15, 'B': 12, 'C': 5, 'D': 5}","{'Day': 15, 'Hour': 7, 'Minute': 0, 'Month': 9}",CROSSHAVEN          ,2023-10-02 01:42:00.982439+00:00
,,,,,
258809000,9238404,"{'A': 75, 'B': 15, 'C': 5, 'D': 9}","{'Day': 2, 'Hour': 22, 'Minute': 0, 'Month': 10}",BELFAST,2023-10-02 01:42:19.933265+00:00
,,,,,
232008636,9809693,"{'A': 7, 'B': 26, 'C': 11, 'D': 3}","{'Day': 1, 'Hour': 12, 'Minute': 0, 'Month': 10}",KISHORN             ,2023-10-02 01:42:32.317386+00:00
,,,,,
235095311,9126948,"{'A': 16, 'B': 9, 'C': 9, 'D': 2}","{'Day': 2, 'Hour': 8, 'Minute': 0, 'Month': 10}",PEMBROKE DOCK       ,2023-10-02 01:42:33.440048+00:00
,,,,,
250005367,0,"{'A': 13, 'B': 10, 'C': 4, 'D': 3}","{'Day': 0, 'Hour': 24, 'Minute': 60, 'Month': 0}",,2023-10-02 01:42:33.555425+00:00
,,,,,
235063854,9412397,"{'A': 12, 'B': 22, 'C': 11, 'D': 7}","{'Day': 28, 'Hour': 9, 'Minute': 0, 'Month': 9}",GBMLF               ,2023-10-02 01:42:34.690623+00:00
,,,,,
250004156,0,"{'A': 14, 'B': 9, 'C': 3, 'D': 3}","{'Day': 1, 'Hour': 10, 'Minute': 0, 'Month': 9}",FISHING             ,2023-10-02 01:42:35.099168+00:00
,,,,,
232004057,0,"{'A': 10, 'B': 6, 'C': 3, 'D': 2}","{'Day': 0, 'Hour': 24, 'Minute': 60, 'Month': 0}",NEWLYN,2023-10-02 01:42:39.487868+00:00
,,,,,
319430000,9623960,"{'A': 12, 'B': 32, 'C': 7, 'D': 9}","{'Day': 13, 'Hour': 18, 'Minute': 0, 'Month': 9}",FALMOUTH,2023-10-02 01:42:41.007565+00:00
,,,,,
538006344,9708150,"{'A': 212, 'B': 44, 'C': 16, 'D': 27}","{'Day': 30, 'Hour': 16, 'Minute': 0, 'Month': 9}",CAWHH               ,2023-10-02 01:42:45.634729+00:00
,,,,,
248189000,9789245,"{'A': 20, 'B': 214, 'C': 30, 'D': 5}","{'Day': 3, 'Hour': 7, 'Minute': 0, 'Month': 10}",ZEEBRUGGE BERTH#129 ,2023-10-02 01:42:48.019818+00:00
,,,,,
232007788,0,"{'A': 9, 'B': 6, 'C': 4, 'D': 3}","{'Day': 30, 'Hour': 3, 'Minute': 0, 'Month': 4}",NEWYN,2023-10-02 01:42:52.128571+00:00
,,,,,
235116077,0,"{'A': 12, 'B': 7, 'C': 2, 'D': 2}","{'Day': 13, 'Hour': 11, 'Minute': 0, 'Month': 6}",MILFORD HAVEN       ,2023-10-02 01:42:59.223935+00:00
,,,,,
250005313,0,"{'A': 5, 'B': 35, 'C': 5, 'D': 5}","{'Day': 23, 'Hour': 18, 'Minute': 0, 'Month': 2}",GALWAY              ,2023-10-02 01:43:02.137852+00:00
,,,,,
250004253,9547855,"{'A': 15, 'B': 15, 'C': 5, 'D': 5}","{'Day': 13, 'Hour': 10, 'Minute': 30, 'Month': 12}",CORK                ,2023-10-02 01:43:02.480554+00:00
,,,,,
