305850000,5,0,0,True,-2.863945,53.28809666666667,50.7,42,0,36,2023-10-12 05:38:11.406083+00:00
232974000,0,0,9.5,True,-5.135613333333334,51.53274666666667,99.3,103,0,10,2023-10-12 05:38:11.769503+00:00
250098000,0,0,0,False,-8.257051666666666,51.84031,94.3,43,0,12,2023-10-12 05:38:12.714232+00:00
235040596,3,0,0,True,-2.7071083333333332,51.50234666666667,280.6,347,0,12,2023-10-12 05:38:13.005644+00:00
275493000,5,0,0,False,-6.034703333333334,52.981199999999994,275.6,215,0,13,2023-10-12 05:38:14.439360+00:00
244990000,3,127,5.8,True,-3.162425,51.44759,356.5,4,0,13,2023-10-12 05:38:16.319396+00:00
244990000,0,0,5.7,False,-3.1624233333333334,51.44759,357,4,0,60,2023-10-12 05:38:16.376361+00:00
232033047,5,-3,0,True,-3.25945,53.31922333333333,331.5,331,0,15,2023-10-12 05:38:16.786412+00:00
232011021,5,0,0,False,-2.7171533333333335,51.49699666666667,0,311,0,15,2023-10-12 05:38:17.079473+00:00
235065329,0,0,0,False,-2.7213316666666665,51.498565,228,228,0,60,2023-10-12 05:38:17.480871+00:00
255771000,0,-11,15.3,False,-7.912546666666667,51.470346666666664,137,134,0,20,2023-10-12 05:38:19.625359+00:00
311307000,0,-15,14,False,-8.26251,51.80315333333333,345.2,346,0,19,2023-10-12 05:38:19.775654+00:00
235068455,0,0,0,True,-5.05117,51.706469999999996,352.3,258,0,17,2023-10-12 05:38:20.830189+00:00
253738000,5,0,0,True,-2.474838333333333,51.722091666666664,317.7,13,0,20,2023-10-12 05:38:20.962529+00:00
235087487,0,0,0,False,-3.2600366666666667,53.31965666666667,345.7,152,0,21,2023-10-12 05:38:21.051298+00:00
235057366,5,-128,0,True,-2.479475,51.719005,335.3,511,0,23,2023-10-12 05:38:22.504756+00:00
247318900,0,0,0,False,-2.7207483333333333,51.492405,99,332,0,60,2023-10-12 05:38:22.608542+00:00
235116077,0,0,0,True,-5.051216666666666,51.70641833333333,306.8,261,0,24,2023-10-12 05:38:23.368215+00:00
314019000,0,0,0,False,-2.901263333333333,53.294666666666664,282.4,315,0,24,2023-10-12 05:38:24.107585+00:00
255768000,5,0,0,False,-3.156203333333333,51.21230166666667,170,258,0,60,2023-10-12 05:38:24.666078+00:00
235094715,0,0,0,False,-3.259605,53.31941166666666,299.8,331,0,27,2023-10-12 05:38:26.876553+00:00
235012605,0,0,0,False,-2.7266183333333336,51.498733333333334,343.9,318,0,26,2023-10-12 05:38:26.916620+00:00
232003503,0,-128,0.1,True,-2.72636,51.49894333333334,155.5,511,0,27,2023-10-12 05:38:27.030395+00:00
563076900,0,0,14.1,False,-4.583146666666667,51.34764666666667,249.9,250,0,6,2023-10-12 05:38:29.950511+00:00
258310000,1,14,0.1,True,-8.272776666666667,51.76930333333333,303.9,37,0,29,2023-10-12 05:38:30.032727+00:00
235105693,9,0,0,True,-3.2621666666666664,53.323,264.5,296,0,31,2023-10-12 05:38:30.425776+00:00
212637000,5,0,0,False,-8.324216666666667,51.833,353.7,353,0,31,2023-10-12 05:38:32.204413+00:00
235116077,0,0,0,True,-5.051216666666666,51.706421666666664,316.9,261,0,33,2023-10-12 05:38:33.233411+00:00
235103429,0,0,0,False,-3.0079383333333336,53.396011666666666,360,155,0,33,2023-10-12 05:38:33.465516+00:00
314019000,0,0,0,False,-2.901261666666667,53.294665,282.4,315,0,34,2023-10-12 05:38:34.026937+00:00
235114458,9,0,0,True,-2.985,51.56299666666666,268,230,0,29,2023-10-12 05:38:34.540846+00:00
255775000,0,0,3.3,False,-6.20434,53.343650000000004,270,270,0,32,2023-10-12 05:38:34.940563+00:00
235036365,0,-128,0,True,-3.26254,53.3231,0,511,0,34,2023-10-12 05:38:35.161661+00:00
235063849,5,0,0,False,-4.9577,51.69911333333334,265.4,134,0,37,2023-10-12 05:38:36.640465+00:00
232003278,5,0,0,False,-3.1507316666666667,51.46796500000001,14,49,0,60,2023-10-12 05:38:36.927011+00:00
636018494,0,3,0.6,True,-2.72419,51.49762,128.7,126,0,34,2023-10-12 05:38:39.411931+00:00
245610000,0,0,0,False,-5.0241066666666665,51.69839,265.7,269,0,42,2023-10-12 05:38:43.458980+00:00
235008741,7,-128,4.6,False,-5.034683333333334,51.455666666666666,270.4,511,0,45,2023-10-12 05:38:46.215416+00:00
235012605,0,0,0,False,-2.7266366666666664,51.498745,344,317,0,60,2023-10-12 05:38:47.955013+00:00
235065329,3,-128,0,False,-2.721346666666667,51.49858833333334,355,511,0,49,2023-10-12 05:38:48.313309+00:00
376117000,0,0,4.1,False,-8.236548333333333,51.661498333333334,352.8,357,0,47,2023-10-12 05:38:48.573547+00:00
232004406,0,-128,0,True,-4.627976666666667,53.31064,360,511,0,48,2023-10-12 05:38:49.021241+00:00
249107000,0,23,1.5,True,-8.326811666666666,51.83496,193.3,301,0,53,2023-10-12 05:38:52.478158+00:00
235040596,0,0,0,False,-2.7071083333333332,51.502345,281,347,0,60,2023-10-12 05:38:52.480429+00:00
245934000,5,0,0,True,-8.260981666666668,51.83327666666666,201.2,25,0,52,2023-10-12 05:38:53.692324+00:00
305067000,0,8,7.1,False,-2.7645516666666667,53.304395,234.1,231,0,52,2023-10-12 05:38:54.441699+00:00
235095311,5,0,0,False,-4.948101666666667,51.696325,74.3,108,0,55,2023-10-12 05:38:55.173014+00:00
311001109,0,0,13.1,False,-8.274308333333334,51.600235,32,32,0,42,2023-10-12 05:38:55.866406+00:00
232003503,0,0,0,False,-2.726331666666667,51.498945000000006,154,154,0,60,2023-10-12 05:38:56.684582+00:00
209885000,5,0,0,True,-3.0092316666666665,53.398421666666664,344.6,165,0,56,2023-10-12 05:38:57.030787+00:00
232006684,0,0,0,False,-2.7017533333333335,51.49666333333333,228,215,0,56,2023-10-12 05:38:57.349988+00:00
248497000,5,0,0.1,False,-2.7009516666666666,51.509766666666664,280.2,210,0,57,2023-10-12 05:38:57.546971+00:00
235091876,5,0,0,False,-2.9840083333333336,53.390861666666666,360,168,0,57,2023-10-12 05:38:57.873326+00:00
235100734,5,0,0,True,-3.2598416666666665,53.31963333333333,283.2,511,0,59,2023-10-12 05:38:58.848724+00:00
250108440,15,-128,0,False,-8.300786666666665,51.84811166666667,279.4,511,0,58,2023-10-12 05:38:59.672444+00:00
636016745,5,0,0,False,-2.9809883333333334,51.55685666666667,267,237,0,60,2023-10-12 05:39:00.553840+00:00
