232023027,0,OBERVARGH     ,MFOU4,52,1.4,7,8,3,3,9,18,9,0,NEWLYN ,3,2023-10-12 05:48:14.984354+00:00
255771000,9436202,BG RUBY             ,CQLO   ,71,7.2,131,10,8,14,10,13,0,30,IERIN>NLRTM         ,1,2023-10-12 05:48:17.323350+00:00
258310000,9321603,BERGEN STAR,LAQM8,89,5.3,80,10,1,15,10,11,7,0,IE ORK,1,2023-10-12 05:48:22.793261+00:00
259038000,9344514,FRI LIEPAJA         ,LANO8  ,79,4,75,15,8,6,10,9,12,0,ZZUKN               ,1,2023-10-12 05:48:23.592660+00:00
311000438,9578646,ATLANTA SPIRIT      ,C6CD2  ,80,12,230,44,20,28,10,7,13,30,NGERT>GBPEM         ,0,2023-10-12 05:48:25.255153+00:00
232004057,0,FRANCESCA_TO 80 ,GHMB,99,0,10,6,3,2,0,0,24,60,NEWLYN,15,2023-10-12 05:48:44.810603+00:00
232008636,9809693,VOE VANGUARD        ,MBEN9  ,52,5,7,26,11,3,10,6,12,0,KISHORN             ,1,2023-10-12 05:48:49.686596+00:00
232005850,0,FV BILLYROWNEY PZ532,MGMS9  ,30,3.8,9,6,3,3,0,0,24,60,FISHING GROUNDS     ,1,2023-10-12 05:49:05.133843+00:00
235063854,9412397,SVITZER WATWICK     ,2AXZ9  ,52,5.2,12,22,11,7,9,28,9,0,GBMLF               ,1,2023-10-12 05:49:05.878861+00:00
215865000,9854363,MINERVA PSARA       ,9HA5338,80,11.5,234,61,24,22,10,22,21,0,FOR ORDERS          ,1,2023-10-12 05:49:08.277997+00:00
352895000,8516574,M/V JENNA           ,HP6349 ,70,2.5,22,11,3,5,10,10,12,30,KYLE OF LOCHALSH    ,1,2023-10-12 05:49:08.718948+00:00
250006183,0,HARVEST REAPER II   ,EI-XW-3,30,3,10,7,1,5,12,21,8,30,BALTIMORE           ,15,2023-10-12 05:49:30.805676+00:00
244066000,9828998,THUN LIVERPOOL      ,PBWN   ,80,8.8,119,30,6,17,10,12,17,0,GBCDF               ,1,2023-10-12 05:49:36.768784+00:00
235090183,9506215,SEATRUCK POWER,2FCX7,79,5.4,19,123,13,13,10,12,15,0,LIVERPOOL,1,2023-10-12 05:49:41.914142+00:00
376117000,9115937,KEVSER S            ,J8B6090,70,6.2,78,12,4,9,10,12,6,0,IERIN               ,1,2023-10-12 05:49:52.848827+00:00
250487000,9244439,RV CELTIC EXPLORER  ,EIGB   ,39,5.8,30,35,10,5,10,9,19,0,RESEARCH            ,1,2023-10-12 05:49:57.931629+00:00
319430000,9623960,SY HEMISPHERE,ZGBV7,36,3.2,12,32,7,9,9,13,18,0,FALMOUTH,1,2023-10-12 05:50:04.856879+00:00
232343000,8608339,ISLE OF MULL,MJCE3,69,3.3,20,70,8,7,10,11,23,55, GBOBA-GBCNU,1,2023-10-12 05:50:04.960181+00:00
235093244,0,LADY OF AVENEL,2FPU9,36,3,22,10,3,3,6,19,16,0,SCAVAIG,1,2023-10-12 05:50:05.827946+00:00
232003889,9001693,FORTITUDE,MMQU9,52,4.2,12,18,4,6,6,4,16,0,PENZANCE,15,2023-10-12 05:50:12.942648+00:00
